,Incident Date,State,City Or County,Address,# Killed,# Injured,ST,Zipcode,Latitude,Longitude,Population At Incident,Density,Type
492,2015-05-28,Nebraska,Omaha,84th and Q,0,4,NE,68127,41.26,-96.01,21064.0,3174.53,Urban
493,2015-05-28,Illinois,Chicago,6200 block of South Honore Street,0,5,IL,60636,41.83,-87.68,37278.0,10459.1,Urban
494,2015-05-28,Pennsylvania,Chester,2700 block of West 3rd Street,1,3,PA,19013,39.84,-75.37,35546.0,6138.39,Urban
495,2015-05-26,Louisiana,New Orleans,6700 block of Tara Lane,2,2,LA,70127,30.06,-89.93,25230.0,2885.27,Suburban
496,2015-05-25,Illinois,Decatur,1816 N Water,1,4,IL,62526,39.85,-88.93,33637.0,552.87,Rural
497,2015-05-24,Massachusetts,Brockton,1002 Main St,0,5,MA,02301,42.08,-71.02,59775.0,4907.91,Urban
498,2015-05-24,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,MI,48507,43.02,-83.69,31877.0,1469.37,Suburban
499,2015-05-24,Alabama,Montgomery,NaN,1,3,AL,NaN,32.3792233,-86.3077368,NaN,,
500,2015-05-24,Missouri,Saint Louis,2700 block of Dayton,0,4,MO,63106,38.63,-90.24,11998.0,5267.29,Urban
501,2015-05-23,California,Fresno,2400 block of South 9th Street,2,2,CA,93725,36.6,-119.75,26632.0,381.25,Rural
502,2015-05-20,Maryland,Baltimore,800 block of Linwood Avenue,1,3,MD,21205,39.3,-76.61,15112.0,7876.1,Urban
503,2015-05-18,Missouri,Kinloch,8000 block of School Way,0,4,MO,63140,38.63,-90.24,265.0,584.49,Rural
504,2015-05-18,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,FL,33147,25.77,-80.2,44136.0,6475.3,Urban
505,2015-05-17,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,TX,76711,31.56,-97.18,8614.0,2290.85,Suburban
506,2015-05-16,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,WI,53216,43.06,-87.96,33386.0,6956.45,Urban
507,2015-05-16,New York,Rochester,188 Lewis Street,0,4,NY,14605,43.16,-77.61,13140.0,6978.42,Urban
508,2015-05-16,Maryland,Baltimore,1700 block of North Broadway,0,5,MD,21213,39.3,-76.61,29532.0,9593.49,Urban
509,2015-05-12,Maryland,Capitol Heights,Pard Road,1,4,MD,20743,38.87,-76.9,38828.0,3969.68,Urban
510,2015-05-12,Arizona,Tucson,800 block of West Calle Medina Road,5,0,AZ,85757,32.08,-111.11,18819.0,660.96,Rural
511,2015-05-10,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,OH,44111,41.47,-81.67,40095.0,6372.64,Urban
512,2015-05-10,New Jersey,Jersey City,Bostwick Avenue,0,4,NJ,07305,40.71,-74.06,63440.0,10348.48,Urban
513,2015-05-10,New Jersey,Newark,19th Avenue and South 16th Street,1,3,NJ,07103,40.72,-74.17,31363.0,15372.83,Urban
514,2015-05-07,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,OH,45225,39.09,-84.51,8524.0,2903.95,Suburban
515,2015-05-07,Michigan,Detroit,16000 block of Cathedral Street,0,4,MI,48228,42.38,-83.1,52243.0,6054.59,Urban
516,2015-05-04,New York,Buffalo,100 block of Roosevelt Avenue,1,3,NY,14215,42.88,-78.85,39501.0,8139.8,Urban
517,2015-05-03,Indiana,South Bend,1600 block of South William Street,0,4,IN,46613,41.67,-86.26,11336.0,3814.08,Urban
518,2015-05-03,Texas,Houston,San Jacinto at Elgin,0,6,TX,77004,29.76,-95.38,35739.0,5659.97,Urban
519,2015-05-03,New York,Bronx,Interstate 64 at Raliegh Street,0,4,NY,10021,40.77,-73.95,43573.0,115121.37,Urban
520,2015-05-03,Ohio,Dayton,2801 Germantown Street,1,6,OH,45417,39.77,-84.19,31228.0,954.59,Rural
521,2015-05-03,Wisconsin,Menasha,NaN,4,1,WI,NaN,44.2022084,-88.44649729999999,NaN,,
522,2015-05-01,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,WI,53216,43.06,-87.96,33386.0,6956.45,Urban
523,2015-04-27,New York,Brooklyn,1365 Flatbush Ave,2,4,NY,11226,40.64,-73.94,99026.0,78799.07,Urban
524,2015-04-27,Arizona,Gila Bend,Interstate 64 at Raliegh Street,2,2,AZ,85337,32.99,-112.9,2626.0,4.9,Rural
525,2015-04-25,New Jersey,Trenton,NaN,0,4,NJ,NaN,40.2205824,-74.759717,NaN,,
526,2015-04-25,New York,Gates,24 Hinchey Rd,1,6,NY,14624,43.16,-77.61,35851.0,1299.67,Suburban
527,2015-04-21,Texas,Killeen,420 Gilmer St,2,3,TX,76541,31.09,-97.71,17703.0,4045.92,Urban
528,2015-04-19,Virginia,Richmond,200 block of West Hill Street,0,4,VA,23220,37.55,-77.46,34303.0,7397.5,Urban
529,2015-04-18,Alabama,Montgomery,1800 block of Gibbs Court,0,5,AL,36108,32.35,-86.28,20831.0,306.19,Rural
530,2015-04-18,Pennsylvania,Williamsport,321 Pine St,0,5,PA,17701,41.23,-77.03,44877.0,499.32,Rural
531,2015-04-18,North Carolina,Lumberton,Interstate 64 at Raliegh Street,1,3,NC,28358,34.63,-79.01,39398.0,192.76,Rural
532,2015-04-18,North Carolina,Charlotte,Bost Street,0,4,NC,28208,35.19,-80.83,35340.0,1552.48,Suburban
533,2015-04-18,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,NJ,07501,40.91,-74.16,33024.0,18170.64,Urban
534,2015-04-16,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,AZ,85032,33.62,-112.0,72222.0,5272.12,Urban
535,2015-04-07,Georgia,Rome,20 Copeland Street,1,3,GA,30161,34.26,-85.18,35087.0,247.23,Rural
536,2015-04-05,Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,PA,15219,40.43,-79.97,15731.0,7205.87,Urban
537,2015-04-05,Kentucky,Louisville,40th and Grand Street,1,4,KY,40211,38.22,-85.74,23434.0,3022.59,Urban
538,2015-04-05,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,IN,46254,39.77,-86.14,39490.0,2789.0,Suburban
539,2015-04-05,Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,MI,49022,42.11,-86.44,31611.0,462.56,Rural
540,2015-04-03,Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,FL,32114,29.19,-81.05,31891.0,1895.1,Suburban
541,2015-04-02,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,MD,21217,39.3,-76.61,39511.0,16030.67,Urban
542,2015-03-27,Florida,Panama City Beach,5312 Thomas Drive,0,7,FL,32408,30.17,-85.67,15200.0,1453.79,Suburban
543,2015-03-26,Texas,Amarillo,3100 block of Redwood,0,4,TX,79107,35.2,-101.81,35149.0,2018.97,Suburban
544,2015-03-24,Indiana,Indianapolis,3100 block of North Harding Street,4,0,IN,46208,39.77,-86.14,23346.0,3312.33,Urban
545,2015-03-23,Tennessee,Clarksville,900 block of Carpenter Street,1,4,TN,37040,36.56,-87.34,47081.0,486.14,Rural
546,2015-03-22,New Mexico,Albuquerque,10140 Lomas NE,1,6,NM,87112,35.11,-106.62,43065.0,5398.74,Urban
547,2015-03-21,Florida,Tampa,1802 Seventh Ave,0,4,FL,33605,27.95,-82.48,18330.0,2180.46,Suburban
548,2015-03-20,Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,OK,73104,35.46,-97.51,2127.0,1097.63,Suburban
549,2015-03-20,Texas,Lancaster,1500 block of Reynolds Street,1,5,TX,75134,32.59,-96.78,21397.0,1983.95,Suburban
550,2015-03-18,New Jersey,Newark,200 block of Clinton Place,1,3,NJ,07112,40.72,-74.17,26006.0,14506.86,Urban
551,2015-03-18,Arizona,Mesa,1504 West Main Street,1,5,AZ,85201,33.44,-111.85,50232.0,4942.84,Urban
552,2015-03-17,California,Stockton,748 N Madison St,3,4,CA,95202,37.95,-121.28,6067.0,6049.17,Urban
553,2015-03-15,California,Compton,2700 block of West Alondra Boulevard,0,4,CA,90220,33.87,-118.24,50715.0,7137.61,Urban
554,2015-03-14,Georgia,Atlanta,2900 block of Delmar Lane,0,5,GA,30311,33.76,-84.42,36001.0,2591.95,Suburban
555,2015-03-14,California,Coachella,84000 block of Bagdad Avenue,0,4,CA,92236,33.7,-116.17,43654.0,1877.39,Suburban
556,2015-03-13,Mississippi,Brookhaven,1097 South First St.,2,3,MS,39601,31.58,-90.44,23800.0,89.25,Rural
557,2015-03-10,Georgia,Columbus,3023 Victory Drive,0,5,GA,31903,32.51,-84.87,20900.0,2009.79,Suburban
558,2015-03-09,Illinois,Chicago,200 block of West 105th,1,3,IL,60628,41.83,-87.68,67914.0,6611.9,Urban
559,2015-03-08,South Carolina,Seneca,Interstate 64 at Raliegh Street,1,3,SC,29678,34.68,-82.95,21922.0,274.22,Rural
560,2015-03-07,Missouri,Saint Louis,3140 Olive St,0,4,MO,63103,38.63,-90.24,7359.0,3195.92,Urban
561,2015-03-04,California,San Bernardino,190 block of W Club Center Dr,3,4,CA,92408,34.07,-117.25,15661.0,1437.95,Suburban
562,2015-03-01,Florida,Orange County,4900 block of Steyr Street,0,4,FL,32819,28.5,-81.37,27248.0,1208.79,Suburban
563,2015-03-01,Michigan,Detroit,9855 Chalmers St,1,5,MI,48213,42.38,-83.1,25534.0,4241.2,Urban
564,2015-02-28,Maryland,Baltimore,4300 block of Welbourne Road,1,3,MD,21218,39.3,-76.61,48230.0,11907.22,Urban
565,2015-02-26,Missouri,Tyrone,18279 Highway H,8,1,MO,65464,37.18,-91.99,869.0,8.44,Rural
566,2015-02-25,Texas,Houston,5022 Mallow St,3,1,TX,77033,29.76,-95.38,27478.0,4680.33,Urban
567,2015-02-23,Florida,Daytona Beach,Sheridan Road,0,4,FL,32114,29.19,-81.05,31891.0,1895.1,Suburban
568,2015-02-22,Texas,Killeen,1706 Godman St.,4,1,TX,76543,31.09,-97.71,29891.0,626.25,Rural
569,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,3,2,GA,30523,34.6,-83.52,12084.0,74.91,Rural
570,2015-02-22,South Carolina,Charleston,4224 Dorchester Road,0,4,SC,29405,32.78,-79.99,28963.0,1770.31,Suburban
571,2015-02-20,California,Sacramento,1417 R Street,0,4,CA,95811,38.59,-121.49,7072.0,2727.11,Suburban
572,2015-02-17,Arkansas,Little Rock,7900 Scott Hamilton,1,3,AR,72209,34.72,-92.35,30592.0,1964.44,Suburban
573,2015-02-15,California,Long Beach,200 block of W. 14th Street,0,5,CA,90813,33.78,-118.18,60078.0,18358.06,Urban
574,2015-02-09,Florida,New Port Richey,9552 Adler Street,3,1,FL,34654,28.24,-82.71,21717.0,805.97,Rural
575,2015-02-08,Tennessee,Friendship,251 Dupree Rd,0,6,TN,38034,35.91,-89.24,3157.0,29.8,Rural
576,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,5,2,GA,30135,33.74,-84.74,62587.0,739.2,Rural
577,2015-02-06,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,OK,74115,36.12,-95.91,23376.0,1465.13,Suburban
578,2015-02-05,Ohio,Beachwood (Warrensville Heights),NaN,3,3,OH,NaN,41.4323067,-81.5102655,NaN,,
579,2015-02-01,New York,Syracuse,1217 West Fayette Street,0,6,NY,13204,43.04,-76.14,19896.0,4521.55,Urban
580,2015-02-01,New York,New York (Manhattan),3345 Broadway,1,4,NY,10031,40.71,-73.99,59244.0,86961.48,Urban
581,2015-01-31,Georgia,Lagrange,100 block of Woodstream Trail,4,0,GA,30240,33.03,-84.98,28463.0,215.06,Rural
582,2015-01-28,Georgia,Dekalb County,1600 block of Panola Road,1,3,GA,30088,33.8,-84.17,27167.0,3251.42,Urban
583,2015-01-26,California,Stockton,1500 block of E. 9th Street,1,3,CA,95206,37.9,-121.4,65448.0,448.39,Rural
584,2015-01-24,New York,Arverne (Queens),231-11 148th Avenue,4,1,NY,11413,40.66,-73.75,42560.0,12552.26,Urban
585,2015-01-24,Nebraska,Omaha,3402 Parker St,3,5,NE,68111,41.26,-96.01,21623.0,4465.17,Urban
586,2015-01-23,Massachusetts,Boston,954 Parker Street,0,6,MA,02130,42.3,-71.11,39257.0,10618.18,Urban
587,2015-01-20,Tennessee,Clarksville,321 Lansinger Lane,1,3,TN,37042,36.56,-87.34,73433.0,1097.49,Suburban
588,2015-01-19,Texas,San Antonio,1000 block of Gibbs St.,2,5,TX,78202,29.45,-98.5,12299.0,5028.39,Urban
589,2015-01-13,Illinois,Rockford,700 block of Oakley Avenue,2,2,IL,61101,42.27,-89.06,21097.0,518.6,Rural
590,2015-01-13,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,VA,23321,36.67,-76.3,34883.0,1277.88,Suburban
591,2015-01-11,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,NC,28348,34.97,-78.95,33606.0,750.36,Rural
592,2015-01-11,Florida,Lakeland,7665 Chase Road,1,3,FL,33810,28.04,-81.96,46998.0,789.33,Rural
593,2015-01-11,California,San Jose,3840 Monterey Hwy,0,5,CA,95111,37.28,-121.83,62157.0,10791.07,Urban
594,2015-01-10,Kansas,Wichita,4859 E Harry Street,2,2,KS,67218,37.68,-97.34,23052.0,4557.13,Urban
595,2015-01-09,California,San Francisco,Laguna St and Page St,4,0,CA,94102,37.77,-122.41,28926.0,46462.0,Urban
596,2015-01-08,Massachusetts,Boston,104 Harrishof Street,1,3,MA,02121,42.35,-71.06,28051.0,14887.11,Urban
597,2015-01-07,Tennessee,Chattanooga,773 West Main Street,1,3,TN,37402,35.06,-85.25,3682.0,2566.84,Suburban
598,2015-01-06,Florida,Miami,1300 block of NW 62nd Street,1,3,FL,33147,25.77,-80.2,44136.0,6475.3,Urban
599,2015-01-04,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,VA,24017,37.27,-79.95,24439.0,2609.84,Suburban
600,2015-01-04,Texas,Dallas,2000 block of Ben Hur St.,3,1,TX,75253,32.79,-96.76,19514.0,1364.95,Suburban
601,2015-01-02,Georgia,Savannah,500 block of W. 54th Street,1,4,GA,31405,32.08,-81.1,36100.0,1221.34,Suburban
602,2015-01-01,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,TN,38119,35.1,-90.0,22925.0,2526.88,Suburban
603,2016-12-31,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,GA,31637,31.26,-83.46,3176.0,36.21,Rural
604,2016-12-31,Texas,Houston,3704 Fannin Street,1,3,TX,77004,29.76,-95.38,36879.0,5659.97,Urban
605,2016-12-30,Ohio,Mansfield,3230 Possum Run Rd,0,5,OH,44903,40.76,-82.52,24768.0,224.15,Rural
606,2016-12-30,Connecticut,Wallingford,95 S Turnpike Rd,2,3,CT,06492,41.44,-72.81,45054.0,1143.98,Suburban
607,2016-12-28,Georgia,Columbus,2914 10th Street,1,4,GA,31906,32.51,-84.87,21408.0,3166.96,Urban
608,2016-12-25,Illinois,Chicago,8600 block of S Maryland Ave,3,4,IL,60619,41.83,-87.68,62822.0,10600.4,Urban
609,2016-12-25,Alabama,Ozark,858 US-231,0,4,AL,36360,31.43,-85.64,19280.0,111.47,Rural
610,2016-12-25,New York,Mount Vernon,4 North 3rd Avenue,1,5,NY,10550,40.91,-73.82,37679.0,18693.51,Urban
611,2016-12-24,North Carolina,Madison,490 K Ford Rd,0,7,NC,27025,36.38,-79.97,11293.0,113.27,Rural
612,2016-12-24,North Carolina,Wilson,2241 Banks Lane East,4,0,NC,27893,35.73,-77.92,39294.0,360.51,Rural
613,2016-12-23,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,AL,35234,33.52,-86.79,5298.0,1771.76,Suburban
614,2016-12-23,Illinois,Chicago,4900 block of W Hubbard,0,4,IL,60644,41.83,-87.68,49645.0,13883.56,Urban
615,2016-12-17,Illinois,Chicago (Roseland),100 block of W 105th St,5,0,IL,60628,41.83,-87.68,68077.0,6611.9,Urban
616,2016-12-17,North Carolina,Charlotte,4115 N. Tryon Street,0,4,NC,28206,35.19,-80.83,12627.0,1686.22,Suburban
617,2016-12-16,Illinois,Chicago,13th and South Kedzie,0,4,IL,60612,41.83,-87.68,35559.0,8933.01,Urban
618,2016-12-16,Illinois,Chicago,4300 block of South Rockwell,2,2,IL,60632,41.83,-87.68,91668.0,12286.56,Urban
619,2016-12-12,California,Sacramento,4800 block of Myrtle Avenue,1,3,CA,95841,38.66,-121.35,19890.0,4771.34,Urban
620,2016-12-11,New York,Brooklyn,192 Knickerbocker Ave,0,4,NY,11237,40.64,-73.94,53678.0,50914.29,Urban
621,2016-12-11,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,FL,32808,28.5,-81.37,51507.0,3868.9,Urban
622,2016-12-11,Maryland,Baltimore,3916 South Hanover Street,0,5,MD,21225,39.22,-76.61,32988.0,5189.51,Urban
