,Incident Date,State,City Or County,Address,# Killed,# Injured,ST,Zipcode,Latitude,Longitude,Population At Incident,Density,Type
277,2015-12-13,California,Los Angeles,5550 S. Flower Street,1,3,CA,90007,34.02,-118.28,43426.0,16586.95,Urban
278,2015-12-13,California,Huntington Beach,17000 block of Keelson Lane,0,4,CA,92647,33.72,-118.0,60898.0,7388.36,Urban
279,2015-12-12,Georgia,Savannah,Whitaker Street,0,4,GA,31401,32.08,-81.1,20612.0,4535.12,Urban
280,2015-12-12,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,IL,62059,38.65,-90.16,836.0,2815.09,Suburban
281,2015-12-11,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,MD,21215,39.3,-76.61,63434.0,8830.32,Urban
282,2015-12-11,Pennsylvania,Pittsburgh (Mount Oliver),200 block of  Brownsville Road,0,4,PA,15210,40.43,-79.97,27007.0,5593.53,Urban
283,2015-12-08,Ohio,Cincinnati (Fairmount),2300 block of Baltimore Avenue,1,3,OH,45225,39.09,-84.51,8524.0,2903.95,Suburban
284,2015-12-06,Louisiana,Raceland,Market Street,1,3,LA,70394,29.71,-90.59,14608.0,166.58,Rural
285,2015-12-06,Nebraska,Omaha,North 108th Street and Military Road,2,3,NE,68164,41.26,-96.01,27571.0,3080.65,Urban
286,2015-12-02,California,San Bernardino,1365 South Waterman Avenue,16,19,CA,92408,34.07,-117.25,15661.0,1437.95,Suburban
287,2015-12-02,Georgia,Savannah,100 block of West 33rd Street,1,3,GA,31401,32.08,-81.1,20612.0,4535.12,Urban
288,2015-11-29,Illinois,Kankakee,648 E Court St,0,5,IL,60901,41.11,-87.86,36277.0,388.07,Rural
289,2015-11-27,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,CO,80907,38.86,-104.76,27788.0,2706.93,Suburban
290,2015-11-27,California,Sacramento,7900 block of Florin Road,2,2,CA,95828,38.48,-121.4,62016.0,4698.5,Urban
291,2015-11-24,South Carolina,Horry (county),1321 Colletta Court,0,4,SC,29527,33.83,-79.04,25253.0,142.18,Rural
292,2015-11-23,Ohio,Columbus,90 block of S. Terrace Avenue,4,1,OH,43204,39.98,-82.98,39897.0,4682.38,Urban
293,2015-11-23,Minnesota,Minneapolis,Northwest 41st Street at 9th Avenue ,0,5,MN,55409,44.96,-93.26,11753.0,9351.85,Urban
294,2015-11-22,Texas,Brownsville,1800 block of FM 802,0,4,TX,78521,25.92,-97.48,92394.0,1007.03,Suburban
295,2015-11-22,Washington,Seattle,Broadway and Pike,0,4,WA,98122,47.61,-122.3,35052.0,13592.91,Urban
296,2015-11-22,New York,Newburgh,203 Broadway,0,5,NY,12550,41.5,-74.02,54979.0,1568.17,Suburban
297,2015-11-22,South Carolina,North Charleston,Park Circle,1,3,SC,29405,32.78,-79.99,28963.0,1770.31,Suburban
298,2015-11-22,Illinois,Chicago,4100 block of West Roosevelt,0,4,IL,60624,41.83,-87.68,38140.0,10779.35,Urban
299,2015-11-22,Louisiana,New Orleans,1900 block of Gallier Street,0,17,LA,70117,30.06,-89.93,22963.0,4268.07,Urban
300,2015-11-21,Maryland,Baltimore,Stricker and School,1,3,MD,21217,39.3,-76.61,39511.0,16030.67,Urban
301,2015-11-20,Pennsylvania,Pittsburgh,Prospect Drive,1,3,PA,15229,40.43,-79.97,14115.0,3418.64,Urban
302,2015-11-18,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,CA,93706,36.64,-119.91,39929.0,251.34,Rural
303,2015-11-16,Alabama,Cedar Bluff,1460 County Rd 664,3,1,AL,35959,34.22,-85.59,4709.0,77.5,Rural
304,2015-11-15,Texas,Tennessee Colony,NaN,5,0,TX,NaN,31.8354447,-95.8388504,NaN,,
305,2015-11-15,Pennsylvania,Philadelphia,5600 block of Blakemore Street,0,4,PA,19138,39.95,-75.16,34159.0,18730.7,Urban
306,2015-11-14,Pennsylvania,Johnstown,1159 Main St,0,4,PA,15909,40.32,-78.91,5403.0,326.62,Rural
307,2015-11-13,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,FL,32218,30.33,-81.65,56937.0,553.14,Rural
308,2015-11-09,Indiana,Indianapolis,400 block of North Beville Ave,2,2,IN,46201,39.77,-86.14,30737.0,5542.79,Urban
309,2015-11-08,Iowa,Des Moines,4397 NW 6th Drive,1,3,IA,50313,41.57,-93.61,17814.0,961.86,Rural
310,2015-11-08,Michigan,Warren,13859 8 Mile Road,0,4,MI,48089,42.49,-83.02,31049.0,4015.82,Urban
311,2015-11-07,Colorado,Denver,Bayaud and Bannock,1,3,CO,80223,39.76,-104.87,19216.0,3432.63,Urban
312,2015-11-06,California,Bakersfield,1000 block of Feliz Drive,0,4,CA,93307,35.2,-118.86,85957.0,595.1,Rural
313,2015-11-03,Florida,Jacksonville,Ella Street and Kings Road,2,3,FL,32209,30.33,-81.65,32222.0,3674.88,Urban
314,2015-11-02,South Carolina,Pendleton,2217 Refuge Road,4,0,SC,29670,34.65,-82.78,8806.0,157.19,Rural
315,2015-10-28,Louisiana,Houma,400 block of Morgan Street,1,3,LA,70360,29.57,-90.7,28143.0,410.87,Rural
316,2015-10-27,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,TX,76115,32.75,-97.33,21060.0,4441.2,Urban
317,2015-10-26,Indiana,Evansville,711 E Virginia St,0,5,IN,47711,37.98,-87.54,31709.0,1939.28,Suburban
318,2015-10-25,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,NC,27524,35.44,-78.42,12489.0,93.55,Rural
319,2015-10-25,Arizona,Phoenix,Seventh Street and Broadway,1,4,AZ,85040,33.4,-112.02,31850.0,2885.0,Suburban
320,2015-10-25,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,DC,20032,38.89,-77.03,39776.0,6784.59,Urban
321,2015-10-24,South Carolina,Bamberg,682 Dixie Ave.,0,4,SC,29003,33.29,-81.03,7152.0,49.6,Rural
322,2015-10-22,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3,TN,37209,36.17,-86.78,37308.0,975.92,Rural
323,2015-10-19,Illinois,Calumet City,300 Campbell Avenue,0,6,IL,60409,41.61,-87.54,37480.0,4997.45,Urban
324,2015-10-18,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,LA,70117,30.06,-89.93,22963.0,4268.07,Urban
325,2015-10-17,Indiana,Elkhart,160 Easy Shopping Place,0,4,IN,46516,41.68,-85.96,33760.0,1884.62,Suburban
326,2015-10-17,Florida,Fort Myers,2224 First St,1,4,FL,33901,26.63,-81.85,19475.0,3041.65,Urban
327,2015-10-12,Georgia,Decatur,4731 Glenwood Road,0,4,GA,30035,33.77,-84.29,20854.0,2384.66,Suburban
328,2015-10-10,Tennessee,Memphis,6135 Mount Moriah Road,0,6,TN,38115,35.1,-90.0,42650.0,4561.02,Urban
329,2015-10-10,North Carolina,Charlotte,1900 block of West Boulevard,0,4,NC,28208,35.19,-80.83,35340.0,1552.48,Suburban
330,2015-10-10,Illinois,Peoria,2405 N Flora,1,3,IL,61604,40.74,-89.6,31821.0,2005.51,Suburban
331,2015-10-09,Arizona,Flagstaff,216 E Mountain View Dr,1,3,AZ,86001,35.23,-111.72,42168.0,46.12,Rural
332,2015-10-06,Maryland,Baltimore,300 block of North Payson Street,0,5,MD,21223,39.3,-76.61,24904.0,10017.48,Urban
333,2015-10-02,Maryland,Baltimore,5400 Reisterstown Road,1,4,MD,21215,39.3,-76.61,63434.0,8830.32,Urban
334,2015-10-01,Oregon,Roseburg,1140 Umpqua College Rd,10,9,OR,97470,43.21,-123.4,20320.0,115.55,Rural
335,2015-09-28,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5,OH,45207,39.09,-84.51,7446.0,6780.61,Urban
336,2015-09-28,Illinois,Chicago,300 block of West 42nd Street,3,2,IL,60609,41.83,-87.68,62010.0,8366.33,Urban
337,2015-09-28,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,IL,60609,41.83,-87.68,62010.0,8366.33,Urban
338,2015-09-28,Ohio,Dayton,1921 Oakridge,0,4,OH,45417,39.77,-84.19,31228.0,954.59,Rural
339,2015-09-27,Georgia,Greenville,1140 Hill Haven Road,0,10,GA,30222,33.02,-84.71,3963.0,27.97,Rural
340,2015-09-27,Illinois,Chicago,5200 block of South Justine,0,4,IL,60609,41.83,-87.68,62010.0,8366.33,Urban
341,2015-09-27,Missouri,Kansas City,1700 E. 18th St.,0,4,MO,64108,39.09,-94.58,7410.0,2088.11,Suburban
342,2015-09-25,Illinois,Danville,1300 block of May Street,0,4,IL,61832,40.14,-87.61,36965.0,1438.71,Suburban
343,2015-09-24,Illinois,Chicago,5100 block of South Morgan Street,0,5,IL,60609,41.83,-87.68,62010.0,8366.33,Urban
344,2015-09-23,Louisiana,Shreveport,2900 block of Peach Street,0,5,LA,71107,32.47,-93.79,32632.0,236.47,Rural
345,2015-09-23,Florida,Fort Myers,Dale Street and Veronica S. Shoemaker Boulevard,0,4,FL,33916,26.63,-81.85,21720.0,1966.02,Suburban
346,2015-09-23,Georgia,Norcross,1300 block of Reddington Lane,1,3,GA,30093,33.94,-84.2,56052.0,4472.0,Urban
347,2015-09-20,Pennsylvania,Philadelphia,900 block of Pratt Street,1,3,PA,19124,39.95,-75.16,64803.0,13680.21,Urban
348,2015-09-20,Illinois,Chicago,5700 block of South LaSalle,1,5,IL,60621,41.83,-87.68,31881.0,9633.05,Urban
349,2015-09-20,Oklahoma,Tulsa,Pine and Yale,0,6,OK,74115,36.12,-95.91,23376.0,1465.13,Suburban
350,2015-09-19,Indiana,Indianapolis,3900 block of Graceland Avenue,1,3,IN,46208,39.77,-86.14,23346.0,3312.33,Urban
351,2015-09-17,South Dakota,Geddes,36705 379th Street,6,0,SD,57342,43.25,-98.69,483.0,3.49,Rural
352,2015-09-17,Michigan,Albion,500 block of W. Broadwell Street,0,4,MI,49224,42.24,-84.75,14037.0,143.93,Rural
353,2015-09-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,NJ,07103,40.72,-74.17,31363.0,15372.83,Urban
354,2015-09-13,Florida,Ocala,1910 South Pine Avenue,1,5,FL,34475,29.18,-82.13,13552.0,415.46,Rural
355,2015-09-12,Louisiana,Shreveport,1500 block of Clanton Street,0,4,LA,71108,32.47,-93.79,20100.0,2384.56,Suburban
356,2015-09-12,New York,Rochester,36 Woodward Street,2,4,NY,14605,43.16,-77.61,13140.0,6978.42,Urban
357,2015-09-12,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,MN,55403,44.96,-93.26,15610.0,10986.07,Urban
358,2015-09-12,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,MN,55411,44.96,-93.26,30208.0,6747.36,Urban
359,2015-09-11,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,NC,28206,35.19,-80.83,12305.0,1686.22,Suburban
360,2015-09-10,Minnesota,Excelsior (Greenwood),Channel Drive,5,0,MN,55331,44.9,-93.56,17622.0,1171.47,Suburban
361,2015-09-08,Georgia,Berlin,NaN,0,4,GA,NaN,52.52000659999999,13.404954,NaN,,
362,2015-09-08,Illinois,Chicago,NaN,0,4,IL,NaN,41.8781136,-87.6297982,NaN,,
363,2015-09-07,Indiana,Gary,9300 block of Sunrise,2,4,IN,46403,41.59,-87.34,13040.0,1522.04,Suburban
364,2015-09-07,Colorado,Denver,1909 Blake Street,0,4,CO,80202,39.76,-104.87,12386.0,9060.71,Urban
365,2015-09-05,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,NC,28217,35.19,-80.83,28415.0,1633.75,Suburban
366,2015-09-05,Florida,Daytona Beach,300 block of Pearl Street,0,4,FL,32114,29.19,-81.05,31891.0,1895.1,Suburban
367,2015-09-05,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,NV,89122,36.1,-115.02,48533.0,5050.26,Urban
368,2015-09-05,Missouri,Columbia,1509 Ashley Street,0,4,MO,65201,38.95,-92.32,40967.0,460.87,Rural
369,2015-08-30,Tennessee,Memphis,3300 block of Sobota Circle,1,4,TN,38109,35.1,-90.0,44779.0,692.22,Rural
370,2015-08-29,Tennessee,Bristol,618 Henson Road,3,2,TN,37620,36.56,-82.19,37942.0,306.99,Rural
371,2015-08-29,Texas,Tyler,638 ENE Loop 323,1,3,TX,75706,32.32,-95.3,9069.0,116.93,Rural
372,2015-08-28,New York,Brooklyn,589 Flatbush Avenue,1,3,NY,11225,40.64,-73.94,60180.0,64286.2,Urban
373,2015-08-27,California,Salinas,928 Blanco Circle,2,2,CA,93901,36.64,-121.62,26800.0,1838.92,Suburban
374,2015-08-26,Illinois,Chicago,3025 W. Van Buren Ave,2,2,IL,60612,41.83,-87.68,36531.0,8933.01,Urban
375,2015-08-26,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Avenue North,0,4,MN,55429,44.96,-93.26,27478.0,4301.5,Urban
376,2015-08-26,Florida,West Palm Beach,800 block of 19th Street,2,2,FL,33407,26.74,-80.12,30142.0,2938.86,Suburban
377,2015-08-25,Louisiana,New Orleans,Fern Street and Olive Street,1,3,LA,70125,30.06,-89.93,17040.0,6179.68,Urban
378,2015-08-23,California,Modesto,1100 block of Kansas Avenue,1,7,CA,95351,37.63,-121.01,49163.0,5244.16,Urban
379,2015-08-22,Florida,Orlando (Pine Hills),56th at Green,0,4,FL,32808,28.5,-81.37,51555.0,3868.9,Urban
380,2015-08-22,New Mexico,Roswell,302 East Reed Street,3,1,NM,88203,33.33,-104.52,30828.0,21.36,Rural
381,2015-08-21,North Carolina,Durham,2700 block of Hinson Drive,0,8,NC,27704,35.98,-78.91,36509.0,856.35,Rural
382,2015-08-21,Ohio,Cincinnati,Mathis and Prentice,2,5,OH,45227,39.09,-84.51,18024.0,3018.47,Urban
383,2015-08-20,Texas,Grulla (La Grulla),56th at Green,2,2,TX,78548,26.39,-98.55,526.0,172.63,Rural
384,2015-08-19,New York,Rochester,500 Genesee St,3,4,NY,14611,43.16,-77.61,17340.0,6008.98,Urban
385,2015-08-16,Texas,Fort Worth,3651 Sycamore School Rd,0,6,TX,76133,32.75,-97.33,50642.0,5238.58,Urban
386,2015-08-16,Illinois,Chicago,5400 block of West Division Street,0,4,IL,60651,41.83,-87.68,61287.0,18388.27,Urban
387,2015-08-16,South Carolina,Bennettsville,NaN,0,5,SC,NaN,34.6173803,-79.68478139999999,NaN,,
388,2015-08-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,PA,15205,40.43,-79.97,22476.0,2122.2,Suburban
389,2015-08-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,CA,90062,34.0,-118.3,33353.0,16970.53,Urban
390,2015-08-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,SC,29115,33.49,-80.86,29143.0,238.43,Rural
391,2015-08-10,California,Long Beach,1700 block of East 10th Street,0,4,CA,90813,33.78,-118.18,60078.0,18358.06,Urban
392,2015-08-09,Mississippi,Forest,Poplar Street,1,3,MS,39074,32.35,-89.47,14657.0,54.77,Rural
393,2015-08-09,Michigan,Detroit,15200 block of Hazelridge,1,3,MI,48205,42.38,-83.1,36834.0,6900.36,Urban
394,2015-08-09,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,MO,64111,39.09,-94.58,17462.0,5994.86,Urban
395,2015-08-08,North Carolina,Gastonia,4908 Greenwood Drive,2,3,NC,28052,35.25,-81.17,34764.0,828.7,Rural
396,2015-08-08,Arkansas,Blytheville,833 Anderson Street,1,11,AR,72315,35.93,-89.92,23927.0,95.15,Rural
397,2015-08-08,Texas,Houston,2211 Falling Oaks,8,0,TX,77038,29.76,-95.38,28811.0,2837.28,Suburban
398,2015-08-07,Vermont,Barre (Berlin),3182 Airport Rd,4,0,VT,05641,44.2,-72.5,17129.0,317.46,Rural
399,2015-08-06,South Carolina,Columbia,1505 Garden Plaza,0,4,SC,29204,34.0,-81.03,20332.0,3089.02,Urban
400,2015-08-04,Missouri,Saint Louis,2500 block of Semple,1,4,MO,63112,38.63,-90.24,20007.0,6157.19,Urban
401,2015-08-03,New York,Brooklyn,98 Dwight Street,0,5,NY,11231,40.64,-73.94,35263.0,23443.04,Urban
402,2015-08-02,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,NY,11208,40.64,-73.94,93847.0,27445.96,Urban
403,2015-08-02,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,MD,21216,39.3,-76.61,27048.0,9619.38,Urban
404,2015-08-02,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,IL,60651,41.83,-87.68,61287.0,18388.27,Urban
405,2015-08-02,Georgia,Savannah,56th at Green,0,5,GA,31404,32.08,-81.1,31473.0,2105.18,Suburban
406,2015-08-02,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,IL,60636,41.83,-87.68,37278.0,10459.1,Urban
407,2015-08-01,Florida,Orlando,5801 Shenandoah Way,0,4,FL,32807,28.5,-81.37,31473.0,3892.26,Urban
408,2015-07-30,Pennsylvania,Pittsburgh,56th at Green,0,4,PA,15201,40.43,-79.97,13349.0,5126.21,Urban
409,2015-07-27,Illinois,Rockford,900 block of Kent Street,0,5,IL,61102,42.27,-89.06,19564.0,596.55,Rural
410,2015-07-26,Missouri,Kansas City,Thompson and Colorado,2,3,MO,64124,39.09,-94.58,9321.0,7421.61,Urban
411,2015-07-26,Louisiana,New Orleans,Piety and Treasure street,0,4,LA,70126,30.06,-89.93,25139.0,2371.37,Suburban
412,2015-07-25,Virginia,Hopewell,500 block of N. 7th Ave,0,4,VA,23860,37.29,-77.29,31269.0,634.68,Rural
413,2015-07-24,Pennsylvania,Erie,200 block of W 29th St,2,5,PA,16508,42.12,-80.08,16764.0,5677.4,Urban
414,2015-07-23,Louisiana,Lafayette,3141 Johnson Street,3,9,LA,70503,30.21,-92.02,29838.0,2347.34,Suburban
415,2015-07-22,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6,MO,63115,38.63,-90.24,19463.0,4866.48,Urban
416,2015-07-22,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,GA,30024,34.05,-84.07,71960.0,1517.94,Suburban
417,2015-07-21,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,FL,33056,25.93,-80.26,35023.0,5781.5,Urban
418,2015-07-20,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,NY,10451,40.84,-73.87,48188.0,44381.55,Urban
419,2015-07-19,Virginia,Suffolk,100 block of North Capitol Street,0,4,VA,23434,36.7,-76.63,49020.0,234.35,Rural
420,2015-07-19,Kentucky,Louisville,2928 W Kentucky St,0,6,KY,40211,38.22,-85.74,23434.0,3022.59,Urban
421,2015-07-19,North Carolina,Rocky Mount,NaN,0,4,NC,NaN,35.9382103,-77.7905339,NaN,,
422,2015-07-18,California,San Diego,200 block of South Bancroft Street,0,4,CA,92113,32.69,-117.11,57737.0,10640.73,Urban
423,2015-07-18,California,Santa Paula,Interstate 64 at Raliegh Street,0,5,CA,93103,34.43,-119.68,20448.0,3865.79,Urban
424,2015-07-18,Oregon,Salem,1550 Weston Ct NE,1,4,OR,97301,44.9,-122.92,54844.0,4619.2,Urban
425,2015-07-18,Louisiana,Baton Rouge,300 block of Brice Street,2,2,LA,70802,30.44,-91.12,26505.0,3543.01,Urban
426,2015-07-17,Illinois,Chicago,4400 block of W. Maypole,0,5,IL,60624,41.83,-87.68,38140.0,10779.35,Urban
427,2015-07-17,Ohio,Cincinnati (Westwood),3100 block of Sunshine Avenue,0,4,OH,45211,39.09,-84.51,37692.0,3992.81,Urban
428,2015-07-16,Tennessee,Chattanooga,4051 Amnicola Highway,6,2,TN,37406,35.06,-85.25,14977.0,1193.16,Suburban
429,2015-07-16,Texas,Dallas,Singleton and Hampton,0,5,TX,75212,32.79,-96.76,26043.0,2420.39,Suburban
430,2015-07-15,Georgia,Atlanta,500 block of Center Hill Avenue,0,5,GA,30318,33.78,-84.44,49728.0,2442.35,Suburban
431,2015-07-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3,MD,21215,39.3,-76.61,63434.0,8830.32,Urban
432,2015-07-15,Ohio,Cleveland,700 block of Thornhill,0,7,OH,44108,41.47,-81.67,23403.0,6052.09,Urban
433,2015-07-15,Michigan,Detroit,9200 block of Memorial,0,4,MI,48228,42.38,-83.1,52243.0,6054.59,Urban
434,2015-07-15,South Carolina,Holly Hill,7050 Old State Road,4,1,SC,29059,33.32,-80.41,6303.0,54.66,Rural
435,2015-07-14,Missouri,Saint Louis,1100 block of Riverview,0,4,MO,63147,38.63,-90.24,10239.0,1937.81,Suburban
436,2015-07-13,California,Norwalk,11959 162nd Street,0,4,CA,90650,33.9,-118.07,106659.0,10759.33,Urban
437,2015-07-13,California,Stockton,400 block of McCloud Avenue,1,4,CA,95204,37.97,-121.32,28625.0,5448.24,Urban
438,2015-07-12,Illinois,River Forest,116 Lathrop Avenue,2,3,IL,60305,41.89,-87.81,11233.0,4512.12,Urban
439,2015-07-12,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4,NJ,07306,40.71,-74.06,55296.0,19349.38,Urban
440,2015-07-07,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3,OH,44128,41.47,-81.67,29140.0,3482.1,Urban
441,2015-07-07,Maryland,Baltimore,900 block of West Fayette Street,3,1,MD,21223,39.3,-76.61,24904.0,10017.48,Urban
442,2015-07-05,Louisiana,Shreveport,3500 block of Hearne Avenue,0,8,LA,71103,32.47,-93.79,8078.0,2058.76,Suburban
443,2015-07-05,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,IN,46803,41.07,-85.13,9544.0,1478.04,Suburban
444,2015-07-05,New Jersey,East Orange,200 block of S. Clinton St,1,3,NJ,07018,40.76,-74.21,28636.0,16788.38,Urban
445,2015-07-04,District of Columbia,Washington,2600 Douglas Place SE,1,3,DC,20020,38.89,-77.03,53646.0,10811.8,Urban
446,2015-07-04,Kentucky,Louisville,2500 block of West Broadway,0,4,KY,40211,38.22,-85.74,23434.0,3022.59,Urban
447,2015-07-04,Massachusetts,Pittsfield,Dewey Avenue,1,4,MA,01201,42.45,-73.26,45328.0,878.79,Rural
448,2015-07-04,New York,Syracuse,Bellevue and Rich Street,0,4,NY,13204,43.04,-76.14,19896.0,4521.55,Urban
449,2015-07-04,Texas,San Antonio,1100 block of West Avenue,0,4,TX,78201,29.45,-98.5,42828.0,6406.53,Urban
450,2015-07-02,Indiana,Indianapolis,500 block of Lynn St,1,3,IN,46222,39.77,-86.14,34457.0,3049.44,Urban
451,2015-06-29,Florida,Opa Locka,13450 NW 30th Ave,0,4,FL,33054,25.93,-80.26,30880.0,3311.04,Urban
452,2015-06-28,Michigan,Detroit,Gratiot and Loretto,0,5,MI,48205,42.38,-83.1,36834.0,6900.36,Urban
453,2015-06-28,Illinois,Venice,1430 Broadway,0,6,IL,62090,38.67,-90.16,1189.0,763.16,Rural
454,2015-06-28,Delaware,Harrington,100 block of East St,0,6,DE,19952,38.92,-75.57,10502.0,116.09,Rural
455,2015-06-27,Massachusetts,Taunton,Weir Street,1,3,MA,02780,41.9,-71.09,49836.0,1484.28,Suburban
456,2015-06-27,Michigan,Detroit,Stringham Court,0,4,MI,48213,42.38,-83.1,25534.0,4241.2,Urban
457,2015-06-24,New York,New York (Manhattan),2110 Madison Ave,0,4,NY,10037,40.71,-73.99,18777.0,67766.54,Urban
458,2015-06-22,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,PA,19134,39.95,-75.16,62840.0,17296.18,Urban
459,2015-06-21,Pennsylvania,Pittsburgh (Wilkinsburg),Rebecca and East Swissvale Avenue,0,4,PA,15221,40.43,-79.97,31177.0,5052.87,Urban
460,2015-06-21,Kentucky,Lexington,726 Georgetown St,1,4,KY,40508,38.04,-84.45,26515.0,5530.03,Urban
461,2015-06-20,North Carolina,Morven,6066 Robinson Bridge Rd,0,4,NC,28119,34.86,-80.0,3530.0,42.45,Rural
462,2015-06-20,Michigan,Detroit,Dexter and Webb,1,11,MI,48206,42.38,-83.1,18424.0,7023.03,Urban
463,2015-06-20,Pennsylvania,Philadelphia,4100 block of Ogden Street,0,11,PA,19104,39.95,-75.16,54718.0,17229.13,Urban
464,2015-06-19,Rhode Island,Woonsocket,80 River Street,0,4,RI,02895,41.99,-71.5,41213.0,5321.88,Urban
465,2015-06-17,South Carolina,Charleston,110 Calhoun Street,9,0,SC,29401,32.78,-79.99,10593.0,7024.5,Urban
466,2015-06-16,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,FL,33169,25.77,-80.2,40197.0,5708.3,Urban
467,2015-06-15,New York,Brooklyn,673 Flatbush Avenue,0,4,NY,11225,40.64,-73.94,60180.0,64286.2,Urban
468,2015-06-14,New Jersey,Camden,2800 block of Mitchell Street,1,3,NJ,08105,39.93,-75.1,29081.0,11200.69,Urban
469,2015-06-14,Oklahoma,Tulsa,1800 block of North Kingston,0,4,OK,74115,36.12,-95.91,23376.0,1465.13,Suburban
470,2015-06-14,Missouri,Saint Louis,1400 block of North Market Street,0,4,MO,63106,38.63,-90.24,11998.0,5267.29,Urban
471,2015-06-13,Georgia,Fayetteville,600 block of Highway 279,1,4,GA,30214,33.44,-84.46,29637.0,548.44,Rural
472,2015-06-13,Oklahoma,Oklahoma City,500 block of SE 69th St,0,4,OK,73149,35.46,-97.51,4763.0,884.38,Rural
473,2015-06-13,Georgia,Milledgeville,451 North Flynn Street,1,3,GA,31061,33.08,-83.23,43916.0,185.01,Rural
474,2015-06-13,New York,Bronx,2409 Creston Avenue,0,5,NY,10468,40.84,-73.87,73637.0,71124.3,Urban
475,2015-06-13,Ohio,Columbus,1623 E. Hudson Street,4,1,OH,43211,39.98,-82.98,21322.0,4580.15,Urban
476,2015-06-12,Florida,Allapattah,24th Avenue and 36th Street,0,4,FL,33142,25.77,-80.2,55865.0,7435.48,Urban
477,2015-06-11,Connecticut,Bridgeport,468 Trumbull Ave,1,8,CT,06606,41.18,-73.19,49350.0,8741.92,Urban
478,2015-06-11,Texas,Houston,3400 block of Burkett,1,3,TX,77004,29.76,-95.38,35739.0,5659.97,Urban
479,2015-06-10,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,CA,90044,33.95,-118.29,88975.0,17476.93,Urban
480,2015-06-09,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,MO,63113,38.63,-90.24,12113.0,5187.94,Urban
481,2015-06-07,Montana,Deer Lodge,Boulder Creek Road,5,0,MT,59722,46.37,-112.72,5752.0,15.78,Rural
482,2015-06-06,New York,Buffalo,100 block of Warren Avenue,1,4,NY,14217,42.88,-78.85,22763.0,7307.81,Urban
483,2015-06-06,Illinois,Chicago,100 block of North Lorel Avenue,0,5,IL,60644,41.83,-87.68,49080.0,13883.56,Urban
484,2015-06-05,Iowa,Davenport,900 block of West 3rd St,0,5,IA,52802,41.55,-90.6,10436.0,1136.46,Suburban
485,2015-06-05,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3,LA,70116,30.06,-89.93,11753.0,8906.35,Urban
486,2015-06-03,New York,Wyandanch,Davidson Street,3,1,NY,11798,40.74,-73.37,15599.0,3219.43,Urban
487,2015-05-31,Ohio,Cleveland,16209 block of Laverne Avenue,3,1,OH,44135,41.47,-81.67,27932.0,2662.93,Suburban
488,2015-05-31,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,MD,20774,38.81,-76.75,44796.0,1238.75,Suburban
489,2015-05-31,Connecticut,New Haven,849 Chapel Street,0,5,CT,06510,41.31,-72.92,2819.0,11356.85,Urban
490,2015-05-31,Georgia,Conyers,4669 Bell Road SE,3,2,GA,30013,33.66,-84.01,25947.0,887.73,Rural
491,2015-05-30,California,San Diego,4200 block of Market Street,0,4,CA,92102,32.72,-117.09,45461.0,9334.84,Urban
